IDTNS;B1_1;B1_2;C1_1;C1_2;C1_3;D1_1;D1_2;A2_1;A2_2;A2_3;A3;A4;E2;E4;F2_1;F2_2;F2_3;F4_1;F4_2;F4_3
158069;9;8;8;9;7;10;10;8;8;7;9; ; ; ; ; ; ; ; ; 
158096;8;8;5;5;5;10;10;10;10;10;10;8;3; ; ; ; ;8;8;5
158097;2;3;2;2;2;9;5;2;2;2;2; ;3; ; ; ; ;0;2;2
158117;7;7;10;6;5;2;1; ; ; ; ;5;0;2;10;10;10;10;10;10
158118;8;6;5;7;7;10;8;4;4;4;4;10; ;7; ; ; ;7;7;7
158122;7;4;2;2;7;9;7;8;2;8;8; ;8;9;7;8;8;5;7;7
158141;9;8;10;9;8;9;8; ; ; ; ;8;8; ; ; ; ;10;10;8
158144;9;10;8;8;8;7;7;8;6;7;7;8;9;7; ; ; ;9;9;9
158164;8;9;10;10;9;8;9;7;0;8;9; ; ; ; ; ; ;10;10;10
158194;0;0;0;0;0;7;7;0;0;1;0; ;0;5; ; ; ;0;0;0
158206;8;7;8;0;6;7;5;5;6;8;5; ;8;5; ; ; ;7;8;5
158255;10;10;9;10;10;8;8;6;6;6;5;7;7;0; ; ; ; ; ; 
158266;8;10;10;7;9;9;10; ; ; ; ;8; ; ; ; ; ; ; ; 
158272;10;10;10;10;10;10;10;10;10;10;10; ; ; ; ; ; ; ; ; 
158282;3;4;10;10;8;9;9;4;7;5;8;10; ;3;7;9;8;5;7;6
158285;5;0;0;0;4;5;7;8;6;6;8; ;8;5; ; ; ;5;7;5
158321;4;4;2;2;0;0;2;5;5;5;6; ;6;6; ; ; ;5;6;0
158341;10;9;9;7;10;10;10; ; ; ; ; ; ; ;8;10;10; ; ; 
158385;8;8;9;8;8;8;8;7;7;8;7;8; ;7; ; ; ;8;8;8
158394;5;4;7;6;4;5;5;8;5;7;7; ;5;5; ; ; ;3;5;5
158410;8;8;10;7;8;10;10;10;9;9;10;10; ; ; ; ; ;8;9;8
158415;8;9;10;9;9;7;6;9;10;8;9; ; ;7; ; ; ;9;8;9
158431;8;7;9;8;7;7;7;8;8;9;9; ; ;7; ; ; ; ; ; 
158454;5;5;6;5;3;3;3;6;5;3;5;4;6;3;0;0;0;0;0;4
158475;7;7;8;8;5;2;5; ; ; ; ; ; ; ; ; ; ; ; ; 
158478;10;9;10;10;9;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
158491;7;5;6;2;6;8;7;8;7;7;8;7; ; ; ; ; ;7;7;7
158492;9;5;0;2;2;0;2;7;2;7;9; ;0; ; ; ; ;0;3;0
158519;8;8;8;4;5;9;9;9;7;8;8; ;6; ;9;10;8;10;10;8
158536;4;4;2;0;2;5;5; ; ; ; ;5; ; ; ; ; ;6;6;4
158542;7;7;5;7;0;9;5; ; ; ; ;10;7; ; ; ; ; ; ; 
158548;8;8;8;7;8;8;8;8;6;8;8;8;6; ; ; ; ; ; ; 
158554;8;8;7;8;9;9;10;7;8;9;8;8; ; ; ; ; ;8;9;9
158676;10;10;8;8;10;8;10;8;10;10;9; ; ; ; ; ; ; ; ; 
158679;10;8;8;7;8;9;9;7;7;8;9;9;8; ; ; ; ; ; ; 
158698;7;7;9;9;9;9;10; ; ; ; ; ;9;9; ; ; ; ; ; 
158742;8;9;10;9;9;9;8; ; ; ; ; ; ; ; ; ; ; ; ; 
158757;9;10;10;9;8;10;10;9;10;9;9; ; ;10; ; ; ; ; ; 
158761;3;7;9;8;4;9;9;3;4;7;5; ; ; ; ; ; ;7;7;9
158770;9;9;8;7;8;9;10;9;9;10;10; ; ;10; ; ; ;10;10;10
158834;6;10;8;7;8;7;7;4;7;7;6; ; ;5; ; ; ; ; ; 
158958;9;4;9;7;6;10;10;8;5;10;10; ;4;10;10;10;10;0;8;0
158999;7;10;8;8;10;10;10;10;10;10;10;10; ; ; ; ; ; ; ; 
159017;8;7;10;9;9;8;6;9;8;8;9; ; ; ; ; ; ;8;8;8
159023;10;10;10;10;8;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
159078;10;10;10;9;9;10;10;9;7;9;10; ; ; ; ; ; ; ; ; 
159235;5;5;6;7;7;10;0;0;3;7;8; ;0;0; ; ; ; ; ; 
159259;5;9;7;6;9;9;10; ; ; ; ;10; ; ; ; ; ; ; ; 
159324;6;6;7;0;0;7;7;0;5;5;5; ; ; ; ; ; ;7;5;5
159429;7;7;8;7;6;8;9;5;6;5;7; ; ; ; ; ; ; ; ; 
159474;7;7;8;6;6;8;8;7;6;6;7; ; ; ; ; ; ;4;4;4
159631;7;7;8;8;8;9;9;9;9;9;9;8; ;5; ; ; ; ; ; 
159948;7;8;8;8;8;8;0;8;6;8;8; ; ; ; ; ; ;7;8;5
159986;8;8;8;8;5;9;7; ; ; ; ; ;9; ; ; ; ; ; ; 
160009;2;2;5;3;3;8;8;2;2;5;3; ; ; ;2;8;2; ; ; 
160147;8;8;8;8;8;8;8;6;8;8;8; ;8;7; ; ; ; ; ; 
160171;9;9;9;10;9;10;10;8;9;10;10;8; ;10; ; ; ; ; ; 
160184;9;8;6;7;6;7;7;7;7;7;7; ; ; ; ; ; ;7;5;0
160251;9;8;8;7;7;6;10;9;6;8;7;8;8; ; ; ; ;8;10;10
160276;5;4;6;5;6;6;6; ; ; ; ;7; ; ; ; ; ;6;8;6
160281;8;9;8;7;9;7;9;10;9;9;10; ;8;5; ; ; ;9;10;9
160284;8;7;8;6;5;7;8;6;7;8;8; ; ;7; ; ; ; ; ; 
160327;0;0;0;0;0;5;0;5;0;0;0; ;0; ; ; ; ;0;0;0
160384;9;10;10;9;9;10;10;8;9;9;9;9; ; ; ; ; ; ; ; 
160390;9;9;10;10;10;10;10;7;9;9;8;2;9;7; ; ; ; ; ; 
160413;10;10;10;8;8;10;9; ; ; ; ;9; ; ; ; ; ; ; ; 
160415;7;7;8;8;8;8;8;8;8;9;8;8; ;6; ; ; ; ; ; 
160425;8;9;10;8;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
160440;7;8;5;5;2;8;5;7;7;9;8; ;4;0; ; ; ;0;0;0
160457;5;5;4;4;4;4;5;4;5;5;5; ; ; ; ; ; ; ; ; 
160462;8;5;5;3;5;5;5;8;7;7;7; ;0;5; ; ; ; ; ; 
160486;9;9;9;9;9;8;9; ; ; ; ; ; ; ; ; ; ; ; ; 
160511;8;9;9;9;9;9;10; ; ; ; ;9; ; ; ; ; ; ; ; 
160534;10;6;5;3;7;10;10;4;10;10;10; ;8;7;10;10;10;3;3;10
160550;8;8;7;7;7;0;0;5;6;7;7; ;9;4; ; ; ;8;8;9
160552;9;8;8;8;9;9;9;8;9;9;9;8;8;9; ; ; ; ; ; 
160625;10;10;10;10;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
160636;6;5;8;9;7;7;7;7;7;6;7; ;7;6; ; ; ;8;8;7
160645;8;9;10;10;10;9;9;5;7;9;8; ; ;10;9;10;10; ; ; 
160670;8;7;7;6;6;8;8;3;6;7;7; ; ; ; ; ; ;8;8;6
160673;7;6;4;7;3;6;7;0;5;3;3; ;6;4;3;5;5;6;6;5
160703;7;6;9;7;7;5;7;5;4;2;2;5;5; ; ; ; ;5;7;6
160742;9;9;8;8;8;9;9;9;8;9;8; ; ; ; ; ; ;9;9;7
160744;10;9;8;8;10;9;7;7;5;10;10;10;10; ;0;0;0; ; ; 
160746;0;0;0;0;0;6;6;4;0;4;0;0;5;0;7;7;5;0;0;0
160761;6;7;7;6;5;7;6; ; ; ; ;7; ; ; ; ; ; ; ; 
160775;8;10;10;8;10;8;10; ; ; ; ; ; ; ; ; ; ; ; ; 
160781;6;4;7;5;3;8;8;4;5;6;6; ; ; ; ; ; ;6;5;7
160783;8;8;10;10;10;10;10;10;10;10;10; ;10; ;8;8;10; ; ; 
160819;7;7;7;7;7;9;9;9;7;8;8; ; ; ; ; ; ;7;7;7
160823;10;9;8;10;10;10;10;8;10;8;10; ;10; ; ; ; ; ; ; 
160831;4;6;4;2;2;7;7;4;8;8;4; ; ;7; ; ; ;10;10;10
160837;7;5;5;2;7;9;9;0;7;8;6; ; ;8; ; ; ;7;8;5
160841;9;9;10;10;8;9;10;10;10;10;10; ;10;10; ; ; ; ; ; 
160854;9;8;9;8;10;10;9;7;7;7;8;8; ;8; ; ; ; ; ; 
160871;7;8;9;9;9;8;9;7;7;7;7; ;7; ; ; ; ; ; ; 
160881;5;6;7;4;4;3;3;0;3;2;2;4;0;0; ; ; ;0;0;1
160900;8;4;2;2;2;8;8;7;7;9;7; ; ; ; ; ; ;0;2;3
160921;5;2;6;2;2;8;6;6;6;6;8;6;2; ; ; ; ;8;8;0
160968;7;8;9;8;6;9;8;8;7;7;8; ; ; ; ; ; ;9;9;6
161040;6;6;6;8;7;5;6;8;7;8;8; ;7;7; ; ; ;8;6;6
161051;8;7;8;9;8;9;9; ; ; ; ; ; ;9; ; ; ; ; ; 
161072;6;7;10;10;9;7;8;9;9;8;9; ; ;10;9;9;9; ; ; 
161092;9;10;10;9;10;7;8;10;10;10;10; ;10; ;10;10;10;10;9;10
161105;6;6;8;8;7;7;7; ; ; ; ; ;7; ; ; ; ; ; ; 
161138;8;9;8;8;9;4;9;9;6;9;9; ;9; ;9;9;9; ; ; 
161144;8;8;8;8;8;10;10;8;8;8;9; ; ;9;9;9;9;9;9;9
161157;9;8;6;5;6;7;9;7;6;10;8;7; ;9; ; ; ;0;0;6
161160;8;4;8;7;4;9;9;5;7;7;7; ; ;8; ; ; ;8;9;8
161164;8;9;8;7;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
161175;10;10;10;10;9;10;10;9;9;10;10; ;10;10; ; ; ;10;10;10
161180;8;10;9;9;10;10;9;10;10;10;10;10; ; ; ; ; ;10;10;9
161199;6;6;8;8;6;4;8;7;2;2;8;7; ; ; ; ; ; ; ;1
161200;10;7;7;7;6;10;9;9;9;10;10; ; ;10; ; ; ; ; ; 
161238;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0
161287;5;3;5;5;5;5;3;5;5;3;5; ;5; ; ; ; ; ; ; 
161323;8;6;5;4;6;10;10;7;8;10;9;8; ; ; ; ; ; ; ; 
161334;8;7;9;8;9;7;5;2;5;5;7; ;6;4; ; ; ;0;0;5
161362;7;8;9;9;9;8;7; ; ; ; ; ;9; ; ; ; ; ; ; 
161391;8;9;9;10;9;10;10;8;10;9;9;8; ;8; ; ; ; ; ; 
161418;7;7;9;9;9;2;8; ; ; ; ;9; ; ; ; ; ; ; ; 
161449;8;8;6;6;7;10;8;5;10;10;6; ; ;4; ; ; ;8;10;8
161459;8;9;10;9;9;10;10;8;7;7;7;8; ;6; ; ; ; ; ; 
161481;8;8;9;9;9;8;9;10;10;9;10; ;9; ; ; ; ; ; ; 
161483;10;9;8;9;9;10;10;10;10;10;10; ; ;10; ; ; ;10;10;10
161495;8;6;8;7;8;8;9;7;6;8;7;8; ;9; ; ; ;7;9;8
166454;5;8;10;9;9;8;8;10;9;10;7; ;10;9;10;9;10; ; ; 
166456;6;6;9;4;5;8;8;2;8;9;8;8; ;8;6;6;9; ; ; 
166472;8;5;10;3;2;8;10;8;10;10;9; ; ;8;5;10;10; ; ; 
166480;8;7;9;8;8;8;8;7;8;5;5; ; ;10; ; ; ; ; ; 
166482;5;8;5;5;5;0;4;6;10;5;5;5;5; ; ; ; ; ; ; 
166485;10;9;10;9;9;10;10;6;6;8;8; ; ; ;9;6;10; ; ; 
166514;6;4;5;4;4;5;5; ; ; ; ; ; ;5; ; ; ; ; ; 
166516;5;8;10;5;6;5;8;0;8;6;5; ;4; ; ; ; ; ; ; 
166517;10;10;10;10;10;10;10;10;10;9;9;10; ; ; ; ; ; ; ; 
166524;10;10;10;10;9;10; ;6;9;9;7; ; ; ; ; ; ; ; ; 
166547;8;9;8;9;7;7;7; ; ; ; ; ; ; ;9;10;10; ; ; 
166552;3;3;7;2;4;10;8;0;2;2;2; ; ; ;0;0;0;6;6;6
166554;6;6;5;5;5;5;3;5;3;6;6; ;4;3; ; ; ;0;0;0
166578;1;5;8;8;8;10;10;8;8;8;8; ;10; ; ; ; ; ; ; 
166582;5;6;4;2;3;4;6;3;5;6;5; ;5;6; ; ; ;6;5;6
166591;8;6;6;6;5;8;8;5;7;7;6; ; ;7; ; ; ; ; ; 
166594;9;9;10;7;9;10;10;10;10;10;10; ; ; ; ; ; ; ; ; 
166613;5;6;8;7;7;8;6;5;7;6;6; ; ;8;8;8;8; ; ; 
166614;10;10;10;8;7;10;7; ; ; ; ; ; ; ;9;10;10; ; ; 
166621;5;5;2;1;2;5;5;6;5;8;6; ;5; ; ; ; ; ;3;3
166622;10;10;10;10;8;7;9;9;8;10;9; ;10;6;9;10;8; ; ; 
166633;7;7;5;3;3;7;7;6;7;7;7; ;0;0; ; ; ; ; ; 
166659; ; ;8;8;8;6;3; ; ; ; ;6; ; ;4;3;9; ; ; 
166663;5;5;5;5;5;5;6;5;7;7;6; ; ;5; ; ; ;7;5;7
166674;9;9;9;5;9;9;9;0;2;5;2;5;5;9; ; ; ; ; ; 
166679;10;10;9;7;9;10;10;8;10;10;10; ; ;10; ; ; ; ; ; 
166701;10;10;10;10;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
166709;8;9;10;8;8;5;10;10;10;10;10; ;8; ; ; ; ; ; ; 
166710;8;10;10;10;10;10;10; ; ; ; ;10; ;10; ; ; ; ; ; 
166716;5;5;10;10;10;10;10;7;10;10;10; ;10;10; ; ; ; ; ; 
166732;6;3;6;2;3;8;8; ; ; ; ; ; ; ; ; ; ; ; ; 
166743;7;7;8;9;5;5;9;5;6;3;8; ;10; ; ; ; ; ; ; 
166764;5;3;2;2;2;4;6; ; ; ; ; ; ; ; ; ; ; ; ; 
166778;10;9;9;9;10;10;10;7;7;5;5;2;10; ;10;10;10; ; ; 
166806;9;9;10;10;10;9;9; ; ; ; ; ; ; ; ; ; ; ; ; 
166832;10;10;10;10;9;10;10;10;10;10;10; ;10;10; ; ; ; ; ; 
166840;10;10;9;8;9;9;10; ; ; ; ;10; ; ; ; ; ; ; ; 
166875;9;6;10;8;10;8;5; ; ; ; ;8;7; ;6;8;10; ; ; 
166889;4;5;6;5;8;0;3;0;2;2;5; ;0; ;10;10;10; ; ; 
166897;5;5;8;6;4;5;7;1;7;8;7; ;8;6; ; ; ; ; ; 
166906;6;6;6;6;6;4;4;8;8;7;8; ;4; ; ; ; ;7;7;7
166915;3;6;7;6;4;2;2;3;8;3;3; ; ;5; ; ; ;7;5;8
166918;7;9;7;7;8;8;7;5;7;7;5;5;7;7; ; ; ;8;8;7
166926;8;9;9;9;9;9;8; ; ; ; ;9; ; ; ; ; ; ; ; 
166934;7;0;0;0;0;10;10;0;0;0;0; ; ; ; ; ; ;0;0;0
166936;8;7;7;5;6;8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
166939;8;8;8;9;7;9;9;9;7;9;8;8; ; ; ; ; ;9;9;10
166942;7;7;8;5;5;10;9;10;9;10;10;10;5; ; ; ; ;5;5;5
166943;10;10;9;9;9;9;10;9;7;9;9;9;8; ; ; ; ;9;10;9
167009;9;9;10;10;7;10;10;0;8;6;5; ;8;7; ; ; ; ; ; 
167025;5;0;5;2;2;5;5; ; ; ; ; ; ; ; ; ; ; ; ; 
167051;5;4;5;5;4;5;6;5;3;7;7; ; ;4; ; ; ;2;3;5
167058;10;10;9;9;9;10;10; ; ; ; ; ; ; ; ; ; ;8;10;10
167059;4;4;3;3;3;3;4;3;3;4;4; ;3;3; ; ; ;6;6;4
167061;7;6;10;10;9;7;8; ; ; ; ; ; ; ; ; ; ; ; ; 
167183;8;9;7;7;10;10;10; ; ; ; ;9;8; ;10;10;10; ; ; 
167204;10;10;10;9;10;10;10; ; ; ; ;10; ;5; ; ; ; ; ; 
167280;4;4;5;6;1;0;6;2;1;6;6;6;8;5;8;8;6; ; ; 
167295;9;7;9;9;8;8;7;8;7;7;8;6;4;7;7;10;9;6;9;8
167318;6;5;5;6;6;5;7;7;7;8;8; ;7;4; ; ; ; ; ; 
167355;10;10;9;8;7;10;10;8;10;10;8; ; ;10; ; ; ;10;10;10
167360;8;7;2;2;4;7;7;5;5;8;6; ; ; ; ; ; ;8;9;5
167361;9;8;9;8;8;10;9; ; ; ; ;10; ; ; ; ; ; ; ; 
167369;6;5;8;8;7;8;6; ; ; ; ;5; ; ; ; ; ; ; ; 
167379;2;1;0;0;0;1;4;4;2;2;3; ;3;0;3;5;2;5;4;2
167386;7;6;5;7;6;10;9;3;8;8;6; ; ;9; ; ; ; ; ; 
167404;4;3;2;5;2;5;2;1;3;3;3; ;1;5; ; ; ;5;6;2
167408;7;7;8;5;7;5;8;5;5;5;5; ;5; ; ; ; ;7;7;7
167415;6;5;5;5;5;10;10;9;7;9;10;10; ; ; ; ; ;10;10;10
167431;7;6;6;6;7;8;8;6;8;7;7;7; ; ; ; ; ;7;7;6
167444;10;9;9;9;9;9;10;8;9;9;8; ;7; ; ; ; ;8;10;10
167448;3;5;7;7;6;7;5;5;10;8;10; ; ; ; ; ; ;10;10;10
167461;4;4;8;7;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
167516;4;6;7;6;6;7;4; ; ; ; ;8; ; ; ; ; ; ; ; 
167539;6;3;4;2;2;9;9;8;9;9;9;9; ; ; ; ; ; ; ; 
167541;5;7;9;8;6;2;1;7;8;7;8; ;2;8; ; ; ; ; ; 
167560;3;3;5;5;4;5;2;4;6;3;3;5;0;3;3;0;8;7;7;7
167567;9;9;8;10;8;9;8; ; ; ; ;8; ; ; ; ; ; ; ; 
167572;8;9;8;7;5;10;9;5;4;8;8; ; ; ; ; ; ;10;10;10
167599;9;7;6;7;10;10;10;10;10;7;7; ;7;8;5;5;10; ; ; 
167602;6;5;8;8;7;3;5;5;6;8;7;9;0;6;8;10;10; ; ; 
167618;10;10;9;9;10;8;10;5;10;10;9; ; ; ; ; ; ;10;10;10
167626;8;10;8;6;8;5;5;4;7;8;8; ;9;5; ; ; ; ; ; 
167632;5;2;2;2;2;8;8;8;5;6;6; ;8; ; ; ; ;10;10;2
167657;6;9;10;10;9;5;10;6;4;4;5; ;0;0; ; ; ; ; ; 
167667;6;9;7;4;4;9;7; ; ; ; ;8;7; ; ; ; ; ; ; 
167681;7;7;6;5;7;7;7;7;8;8;8; ; ; ;8;7;7;8;10;9
167699;7;8;8;8;7;3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
167714;7;6;8;6;8;7;9;6;7;5;6; ; ; ; ; ; ; ; ; 
167721;8;8;10;8;9;7;5; ; ; ; ;10;7;7; ; ; ; ; ; 
167726;7;7;7;6;7;9;8; ; ; ; ; ; ; ; ; ; ; ; ; 
167732;6;7;4;6;2;1;8;5;3;7;8;4; ;7; ; ; ; ; ; 
167736;10;9;10;9;8;7;5;5;8;8;8;10;6; ; ; ; ; ; ; 
167743;5;4;5;3;3;8;0;0;8;5;8; ;5;8; ; ; ; ; ; 
167766;0;0;3;0;0;2;3;3;0;5;6;4;3;3; ; ; ;7;5;7
167828;7;8;5;8;10;8;9;10;8;10;9; ; ;9; ; ; ;8;10;6
167868;10;10;10;10;10;10;10;7;9;10;9; ; ;9; ; ; ; ; ; 
167869;7;6;5;4;5;8;8;5;6;8;8;6;6; ; ; ; ;8;8;6
167876;6;4;8;8;3;6;5;1;1;1;1; ; ; ; ; ; ;7;0;8
167882;7;6;7;7;5;6;6; ; ; ; ; ; ; ; ; ; ; ; ; 
167890;7;6;5;6;7;8;9; ; ; ; ;8; ; ; ; ; ; ; ; 
167898;7;8;9;9;9;6;8; ; ; ; ;8;10; ; ; ; ; ; ; 
167904;3;3;6;6;6;3;3;0;0;5;0; ;3; ; ; ; ; ; ; 
167917;4;3;4;5;2;10;8; ; ; ; ; ; ;2; ; ; ; ; ; 
167930;10;10;10;4;5;10;10;8;7;10;10;10; ; ; ; ; ;10;10;10
167959;10;10;5;5;5;10;5;5;7;5;7;5;10; ; ; ; ;10;10;10
167974;9;8;8;4;6;10;9;10;8;9;8;5;9; ; ; ; ; ; ; 
167988;9;7;8;8;7;10;8;8;7;8;6;8; ; ; ; ; ;9;9;9
168045;9;10;9;8;10;10;10;10;10;10;10; ;10; ; ; ; ; ; ; 
168056;0;2;6;4;4;0;0;0;0;0;2; ;0;0; ; ; ; ; ; 
168069;8;10;10;9;10;5;6;6;8;10;10;10;8;8; ; ; ;10;10;10
168074;9;10;8;7;7;10;10;8;8;8;8; ;9;9; ; ; ;9;7;7
168082;5;7;6;6;8;9;8;6;8;8;7; ; ; ; ; ; ; ; ; 
168084;4;5;3;3;5;7;4;0;2;2;7; ; ; ; ; ; ;6;5;5
168113;0;0;0;0;5;10;0;1;2;0;0;2; ;0; ; ; ;1;1;1
168141;5;4;9;4;8;9;9; ; ; ; ;10;9;4; ; ; ; ; ; 
168166;5;5;9;8;7;5;5;3;1;2;2; ;0;1; ; ; ; ; ; 
168181;0;3;10;7;8;10;7;9;5;8;8; ;10;5; ; ; ; ; ; 
168200;8;8;8;5;5;10;10;8;10;8;8; ;6;6; ; ; ;9;10;9
168263;7;0;5;7;4;8;7;0;8;6;3; ;5;0; ; ; ; ; ; 
168287;8;9;10;6;8;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
168295;8;10;10;8;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
168334;6;5;0;0;1;4;6;1;0;2;2; ;5;7;2;7;7; ; ; 
168342;8;8;6;6;8;9;10;9;9;9;9; ;8; ; ; ; ;7;8;6
168365;10;10;10;10;10;10;10;10;10;10;10;10; ;10; ; ; ; ; ; 
168372;5;5;7;5;6;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
168375;5;2;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;1
168378;9;8;5;2;10;7;7;10;5;8;8;6;10;10; ; ; ;0;0;0
168409;10;10;10;9;9;10;10;9;10;10;9; ;10;10; ; ; ; ; ; 
168415;9;8;9;7;5;6;6;4;7;9;7;8;8;9; ; ; ; ; ; 
168430;7;10;9;9;9;10;10; ; ; ; ; ; ; ;10;10;10; ; ; 
168432;10;10;9;9;10;10;10;10;5;8;8; ;0; ; ; ; ;10;10;10
168494;10;10;9;10;8;9;10; ; ; ; ; ; ; ; ; ; ; ; ; 
168511;9;5;5;3;3;10;10;7;7;7;7; ; ; ; ; ; ;7;8;3
168520;8;4;8;5;6;3;8;6;7;8;7; ; ;0; ; ; ;7;8;7
168536;6;3;5;6;5;3;2;0;0;3;2; ;0; ;9;8;8; ; ; 
168571;8;10;7;2;8;8;9;5;9;10;9; ;10;9; ; ; ; ; ; 
168580;5;4;6;2;6;8;10;10;9;10;10; ; ; ; ; ; ; ; ; 
168605;8;7;7;7;7;10;10;10;5;2;5; ; ; ;7;10;10;8; ; 
168607;7;7;5;5;6;7;7;6;5;7;7; ; ; ; ; ; ;4;8;5
168610;9;3;2;4;3;10;1; ; ; ; ;10; ;10;8;10;10;2;0;5
168851;8;7;9;8;9;9;8; ; ; ; ; ; ; ; ; ; ; ; ; 
168957;5;10;3;3;6;4;6;2;6;5;5; ; ; ; ; ; ;6;7;3
169129;8;0;2;1;7;5;8;1;10;1;5; ; ;0; ; ; ; ; ; 
169152;8;4;6;2;5;10;10; ; ; ; ;8; ; ; ; ; ; ; ; 
169195;8;5;5;6;10;10;10; ; ; ; ;8; ;3; ; ; ;5;7;5
169279;5;7;7;7;7;4;4;1;0;2;2;2;5;6; ; ; ;7;10;10
169283;6;7;8;7;7;8;6;6;7;7;6; ;4;4;4;4;5; ; ; 
169416;7;8;8;7;8;9;7;5;5;5;6;6;4;6; ; ; ; ; ; 
169419;7;8;8;6;8;9;8;3;7;9;6; ; ; ; ; ; ; ; ; 
169484;5;5;8;5;5;5;8;2;0;0;0;5;0;0; ; ; ; ; ; 
169502;7;6;9;7;6;7;8;5;6;4;4; ;6;5; ; ; ; ; ; 
169550;7;6;7;6;5;6;7;0;0;0;1; ; ; ; ; ; ;0;0;0
169564;6;6;9;10;5;3;10;0;1;1;1; ;1;1; ; ; ; ; ; 
169695;8;8;9;9;8;6;7;9;8;9;9;8; ;8;8;8;8;7;7;7
169721;6;5;5;4;4;2;8;5;5;9;5; ;5;4; ; ; ; ; ; 
169740;8;7;4;4;4;8;8;8;7;7;8; ; ;9; ; ; ;9;9;6
169742;10;10;7;7;7;10;10;8;10;10;10; ; ;8;10;10;10; ; ; 
169747;7;4;5;6;4;7;7;7;7;7;8;0; ; ; ; ; ; ; ;4
169771;5;8;7;3;5;9;6;0;0;0;0; ; ;0; ; ; ; ; ; 
169776;5;6;7;6;7;7;7;7;6;6;5;5;8;4; ; ; ; ; ; 
169784;2;0;10;10;10;0;0;8;0;2;0; ;0; ;9;10;10; ; ; 
169810;10;10;10;10;8;10;10;7;10;10;10; ;10; ; ; ; ; ; ; 
169814;5;6;8;8;7;8;8;7;8;8;8; ;8; ; ; ; ; ; ; 
169820;9;9;8;7;7;9;9;4;4;9;8; ; ;8; ; ; ; ; ; 
169850;10;7;6;6;7;10;8;8;7;8;7; ; ;6; ; ; ; ; ; 
169875;5;6;7;7;9;0;3; ; ; ; ;6;3;8; ; ; ; ; ; 
169876;9;9;5;2;3;10; ;6;1;6;6; ; ; ; ; ; ; ; ; 
169890;7;4;8;5;6;7;7;4;4;7;5; ;8; ; ; ; ;5;5;6
169894;7;7;7;8;8;8;7;4;5;4;5;6; ; ; ; ; ; ; ; 
169917;5;5;4;4;4;7;5;5;5;5;6; ;4;5; ; ; ;5;5;5
169931;8;5;3;3;7;3;5; ; ; ; ;3;7;3; ; ; ; ; ; 
169953;7;5;8;6;8;5;7;4;4;3;4;5;6;1; ; ; ; ; ; 
169958;10;10;10;9;10;10;10;10;10;10;10; ; ;10; ; ; ; ; ; 
169978;0;0;7;7;7;0;5;0;0;2;2;2;0;5; ; ; ;5;0;5
169982;10;5;10;10;9;10;10;7;8;10;8; ; ; ; ; ; ; ; ; 
170014;10;8;10;10;10;7;10;10;8;10;10;10; ; ; ; ; ; ; ; 
170037;7;5;4;4;4;6;4; ; ; ; ; ; ; ; ; ; ; ; ; 
170054;5;7;2;3;5;2;3;9;9;9;9; ; ; ; ; ; ; ; ; 
170064;2;2;1;2;0;3;5;0;2;3;1;1;2; ; ; ; ;1;1;2
170069;6;6;8;8;7;4;5; ; ; ; ; ;0; ; ; ; ; ; ; 
170150;8;9;9;9;8;10;9; ; ; ; ; ; ;9; ; ; ; ; ; 
170163;9;7;8;9;6;9;9; ; ; ; ;6; ;5;9;10;6; ; ; 
170186;9;10;10;10;10;10;9; ; ; ; ; ; ; ; ; ; ; ; ; 
170203;7;7;10;10;9;10;9;6;8;9;9; ; ; ; ; ; ; ; ; 
170210;5;2;7;7;7;8;7;3;2;2;2; ; ; ; ; ; ; ; ; 
170220;6;5;7;7;6;6;5;7;6;7;6; ; ;7; ; ; ; ; ; 
170229;9;9;7;7;8;9;9;7;8;9;7; ; ;6; ; ; ; ; ; 
170233;7;9;5;5;5;3;9;5;7;7;8; ;4;4; ; ; ;7;9;7
170240;3;10;7;3;7;1;9;0;0;0;3; ; ;7; ; ; ; ; ; 
170242;8;7;9;9;7;7;7;8;8;10;10; ; ; ; ; ; ; ; ; 
170249;5;10;8;8;8;4;5;2;2;2;2;2;5;8; ; ; ; ; ; 
170279;6;8;10;10;5;7;9; ; ; ; ; ; ; ; ; ; ; ; ; 
170281;7;7;7;7;7;7;6;7;7;7;7;6;6;6;8;6;6; ; ; 
170335;8;6;7;5;5;8;6;9;7;8;8; ; ;9; ; ; ;5;7;7
170345;4;0;3;0;3;2;6;3;0;3;3; ;0;0; ; ; ;5;0;0
170346;3;3;3;4;4;3;8;8;5;8;5;8;6;7; ; ; ; ; ; 
